Sample,A Ext 1,A Ext 2,A Ext 3,A Int 1,A Int 2,A Int 3,Blank01,Blank02,Blank03,B Ext 1,B Ext 2,B Ext 3,B Int 1,B Int 2,B Int 3,Control Ext 1,Control Ext 2,Control Ext 3,Control Int 1,Control Int 2,Control Int 3,C Ext 1,C Ext 2,C Ext 3,C Int 1,C Int 2,C Int 3,QC01,QC02,QC03,QC04,QC05,QCdilution 0_0625,QCdilution 0_125,QCdilution 0_25,QCdilution 0_5,QCdilution 1_0
Label,A Ext,A Ext,A Ext,A Int,A Int,A Int,Blank,Blank,Blank,B Ext,B Ext,B Ext,B Int,B Int,B Int,Control Ext,Control Ext,Control Ext,Control In,Control In,Control In,C Ext,C Ext,C Ext,C Int,C Int,C Int,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC
PS 36:00,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,216496.5,183543.6,199299.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6540.648,0.001,0.001,0.001,0.001,5272.56,0.001
PS 36:01,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1850784,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PS 36:02,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1462849,1421938,1361602,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,143763.1,189031.5,186945.4,170742.5,0.001,44959.41,123977.9,206302.5,264298.6
PS 36:04,0.001,0.001,0.001,1878.733,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,62567.2,37284.54,39149.29,0.001,0.001,0.001,0.001,0.001,0.001,24471.22,40204.16,32855.91,0.001
PS 37:02,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1086930,1015758,971290.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,87880.81,81451.76,91494.02,82581.73,0.001,0.001,0.001,68266.23,133740.3
PS 37:04,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24841.44,31422.8,0.001,0.001,8647.219,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PS 38:01,59052.11,77500.57,23247.08,0.001,20604.96,0.001,0.001,0.001,0.001,123144.7,169284,152824.8,124113.1,146567.6,145574.7,152527.1,115559.9,161218.9,90960.01,79912.41,77351.3,40232.72,0.001,55622.26,0.001,0.001,0.001,0.001,105344.5,107152.3,90143.36,60179.43,37225.18,48899.59,0.001,81566.65,74938.28
PS 38:02,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,317560.8,278711.8,256014.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26453.64,25528.54,21843.08,0.001,0.001,6042.316,23680.89,38103.2
PS 38:03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8126.219,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PS 38:04,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1599904,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PS 39:04,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.72E+07,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PS 40:01,9121005,9778006,9405542,4816893,4412740,4486922,0.001,0.001,0.001,9133347,1.04E+07,1.01E+07,8061906,7269199,7853778,1.05E+07,8931780,9766355,6090278,6857543,6435373,8934342,9017601,9071796,1923897,5915793,5140212,0.001,7748142,7696121,7885960,7721815,3035935,4718198,6149253,6943962,7849810
PS 40:02,817795.9,894770.6,907502.5,455021.1,406617.3,404986.9,0.001,0.001,0.001,993735.4,1074477,1052143,813178.2,730436.3,793069,1042739,945289.3,1003269,630842.5,685195.3,657047.5,701547.8,690272.8,676416.6,154880.2,443029.1,410301.3,0.001,729397.4,748271.1,735256.3,689459.6,282601.4,471569.6,565218.9,675685.7,762983.9
PS 40:03,1151173,1372931,1348867,583235,568898.1,486347.4,0.001,0.001,0.001,1699362,1936626,2017264,1638551,1563785,1616490,2011725,1737288,1984921,1056322,1245088,1252288,692469.7,723519.2,704958.3,0.001,383798.6,334680.8,0.001,1203411,1206574,1179083,1223070,507568.4,759239.6,898090.7,1098072,1222098
PS 40:07,0.001,240710.7,0.001,0.001,88714.85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,204698.4,164376.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11814.46,0.001,0.001,176807
PS 40:08,0.001,36108.2,44456.46,0.001,0.001,0.001,0.001,0.001,0.001,19535.87,0.001,0.001,0.001,0.001,0.001,47313.13,76724.18,0.001,0.001,0.001,0.001,21245.93,37281.46,0.001,0.001,0.001,0.001,0.001,0.001,10373.78,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PS 40:09,890390.1,796666,0.001,0.001,135580.6,179946.5,0.001,0.001,0.001,1101563,973174.6,986988.8,178941.9,190055.6,131612.8,873933.5,0.001,753904.6,58698.59,193517.3,150973.1,584318.8,666034.9,742260.6,0.001,0.001,0.001,533293.4,571692.1,574534.5,444031.3,449744.8,5614.125,62601.83,136981.8,277211.7,634673.9
PS 41:06,2661248,2586710,2331597,1028240,891667.4,1081001,0.001,0.001,0.001,0.001,2140948,1990567,412459.9,418581.3,290809.1,2419819,2313480,2440902,0.001,497094.5,454409.6,3114863,3152440,2955347,1765424,1370585,1151909,0.001,1823722,1752973,1681408,1718269,0.001,0.001,0.001,924028.4,1894929
PS 42:02,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6848.775,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PS 42:06,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,845094.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PS 42:07,2595127,2774891,2767434,1727785,1885903,2010679,62876.87,0.001,0.001,2968580,2706093,2695402,2072239,2227582,2182215,2770632,2685380,2870159,1787648,2327428,2140646,2402695,2702410,0.001,0.001,2056862,1963782,0.001,2634422,2643106,2559577,2661738,1041140,1698547,2185628,2468531,2755900
PS 44:10,143612.6,115156.8,113591.2,0.001,0.001,0.001,0.001,0.001,0.001,108119,122637.2,113076.7,0.001,0.001,0.001,120027,134444.6,110141.2,0.001,0.001,0.001,11657,0.001,0.001,0.001,0.001,0.001,0.001,24452.55,36411.51,36250.25,37448.89,0.001,0.001,0.001,0.001,39507.48
Pterin,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,304691,294078.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,107630.3,110281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Purine,0.001,3931892,0.001,3108995,3595630,5044196,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3600711,0.001,0.001,0.001,0.001,0.001,0.001,3519651,0.001,0.001,3424751,2938437,0.001,4651995,0.001,3526510,0.001,0.001,3272927,0.001,0.001,4554340,0.001,4732362
"Pyrene-4,5-dione",194875.9,163164.9,230750.7,134867.9,165963,200459,0.001,0.001,0.001,259523.8,240731.5,198258.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,149055.5,158796.3,224416.2,166226.3,185745.4,191387.4,133221.2,139429.9,150724,128926.3,136525.8,0.001,0.001,0.001,0.001,133115.3
Pyridoxal,0.001,0.001,0.001,0.001,0.001,69580.21,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,32005.84,259551.9,0.001,41181.55,0.001,0.001,0.001,0.001,21791.95,0.001,73626.93,0.001,0.001
Pyridoxamine,229786.9,211795.8,239845.8,0.001,117088.9,0.001,0.001,0.001,0.001,257639.2,0.001,246290.7,0.001,0.001,0.001,209405.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,252149,0.001,0.001,108997.4,0.001,0.001,187592.8,0.001,0.001,0.001,0.001,75266.8,0.001,63634.3
Pyridoxine,182254.9,161908.3,144881.6,0.001,13709.74,0.001,0.001,0.001,0.001,210445.8,0.001,201062.9,0.001,0.001,0.001,0.001,0.001,194785.1,0.001,0.001,0.001,185066.2,0.001,134057.7,0.001,48702.4,0.001,129137.3,0.001,95315.13,115554.7,109125.6,0.001,0.001,0.001,0.001,0.001
Pyroglutamate,5163607,4826482,5008111,1407099,1806513,1978435,0.001,0.001,0.001,4965141,4481584,4431373,1410888,1644528,1483121,4493819,4665977,4653152,832208.8,1723146,1382059,4976145,4428349,4170047,1441390,1758293,1741898,2916120,3018816,3287706,3501757,3449944,668441.6,1037472,1630699,2527130,3682593
Pyrrole-2-Carboxylate,0.001,0.001,0.001,0.001,0.001,211159.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,298590.3,0.001,0.001,0.001,0.001,85962.69,0.001,0.001,0.001,0.001,0.001,0.001,0.001,188648.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
QEPER (Tryptic Peptide),350478,276620.3,292069.7,69599.92,0.001,64515.64,0.001,0.001,0.001,351885.4,302370.6,338662.8,68387.31,51231.06,0.001,257588,356544,251642.2,0.001,63589.4,47842.88,338873.3,388198.1,459577.7,0.001,124244.5,67741.62,0.001,147579.3,212592,159706.3,169033.7,0.001,44407.29,110186,226090.7,308605.4
QTALVELLK (Tryptic Peptide),961498.9,883527.8,868838.2,0.001,109087.8,138486.2,0.001,0.001,0.001,1071093,1185741,1099850,158861.3,155385.1,75843.38,1098994,1207212,1084671,0.001,212636.5,170763.4,877349.2,817378.9,815670.5,0.001,0.001,95835.21,595079.8,629613.2,632019.3,622712.4,602912.1,0.001,0.001,92547.69,277955,577090.3
Retinoate,0.001,147490,0.001,27957.42,0.001,36251.36,0.001,0.001,0.001,132931.5,224420.9,0.001,0.001,24772.15,0.001,0.001,208714.2,188366.6,0.001,51317.89,0.001,115180.4,0.001,134915.9,0.001,35031.62,46149.33,0.001,0.001,128576.6,110260.8,108897.4,0.001,0.001,0.001,51605.13,116270.8
Rhamnose,370705.9,375486.8,421876.5,0.001,141717.3,0.001,0.001,0.001,0.001,242434,271217.6,231114,0.001,0.001,0.001,0.001,0.001,233794.9,0.001,0.001,0.001,294577.7,322867.4,330311.8,0.001,0.001,0.001,64233.65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Riboflavin,2755689,2111079,2359264,586348.8,552570.4,640062.3,0.001,0.001,0.001,1675924,1359880,1697084,723799.9,823405.8,625551.1,2583006,2825265,2713165,0.001,374982.3,283035.8,2461140,2347193,2724315,609696.6,552692.6,483767.3,0.001,1349188,1341121,1278904,1218219,0.001,130855.8,280247.9,625163.1,1331867
Riboflavin-5'-monophosphate,102317.4,92917.51,104059.7,25627.11,0.001,78845.12,0.001,0.001,0.001,61492.4,0.001,54634.75,0.001,0.001,0.001,79577.43,89547.31,95749.52,0.001,0.001,0.001,90060.25,86308.81,106633.1,0.001,43649.39,56888.51,0.001,0.001,77522.76,0.001,75946.53,0.001,0.001,0.001,0.001,81660.23
Ribose-5-phosphate,151909.9,164298.3,154104.9,0.001,0.001,0.001,0.001,0.001,0.001,198417.8,0.001,199342.7,0.001,53128.49,0.001,161206,174899.4,155432.9,0.001,0.001,0.001,174404,163840.2,164720.7,0.001,0.001,0.001,0.001,0.001,0.001,104909,111589.6,0.001,0.001,0.001,0.001,0.001
Rifamixin,25556.94,0.001,5350.517,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28784.02,13153.47,0.001,0.001,0.001,0.001,0.001,8522.496,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Rifampicin,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,203090,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Rutin,0.001,0.001,0.001,0.001,0.001,0.001,0.001,57795.88,80278.95,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37687.77,0.001,0.001,0.001,0.001
Saccharate,0.001,0.001,0.001,0.001,0.001,0.001,0.001,140227.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,177215.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103194.7,0.001,0.001,0.001,0.001
Sebacate,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,32342.88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Serotonin,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,48291.63,0.001,0.001,0.001,0.001,55670.26,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,34968.37,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
SM 34:01,10627.57,0.001,6756.469,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9153.268,0.001,0.001,0.001,0.001,7724.526,0.001,0.001,0.001,0.001,0.001,8903.673,9559.732,16314.24,8905.355,0.001,0.001,0.001,8279.653,3795.444
Sorbose,2079952,1974550,2020156,0.001,895749.3,0.001,0.001,0.001,0.001,707870.6,308418.6,0.001,0.001,0.001,0.001,2612686,2611103,2699147,726980.9,1421437,1277122,2105072,1820307,1705858,0.001,1054003,0.001,1397775,1473154,1431406,0.001,1600086,0.001,0.001,0.001,1227798,0.001
Sparfloxacin,40922.45,29778.44,28218.55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,34845.18,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Sphinganine,418324.8,333603.9,315931.7,6.26E+07,6.17E+07,5.91E+07,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.26E+07,1.24E+07,1.25E+07,1.20E+07,977555.1,2100151,4249586,6930037,1.25E+07
Stachyose,409459.4,6484673,1005862,9201763,6627671,1233251,0.001,0.001,0.001,527080.3,6238831,437151.9,1310035,3515295,2634568,4600637,639828.4,4844787,0.001,1975354,3465108,5063634,3802921,2134173,2492033,6119241,1595048,0.001,5339173,1637718,5533479,5566334,0.001,184537.8,758315.8,1573911,2857681
Stearic Acid (18:0),1495311,1501834,1427333,1747812,1657467,2073410,826767.6,774419.8,808070.2,1659232,1242472,1119114,1897939,2234386,1682595,1681502,1510362,1474644,2339516,2250719,2119603,1461035,1341931,1374933,2909862,2494607,2768308,6771997,3946578,3948234,4214975,4017082,1382832,1635157,1701409,1980710,4241121
Streptomycin,2365861,4894531,2773483,0.001,3308345,0.001,0.001,0.001,0.001,3620738,1665612,2265613,1650576,3344768,3174355,1653825,3891727,5428740,5050283,4371955,1921937,3730873,1770624,2024716,0.001,3623798,1805023,3641575,2692443,1985865,3967721,3177746,1515744,2902602,3526323,6457688,5831272
Succinic acid,1719677,1695332,1670440,778562.2,1039308,1029274,0.001,0.001,0.001,463051.5,437013.4,371137.7,0.001,0.001,0.001,471783.6,466198.3,459854,0.001,0.001,0.001,2922455,2427077,2282227,2365418,1842625,2005921,1079316,1215953,1366251,1310671,1418280,0.001,309385.2,517771.9,837563.6,1358124
Sucrose,2444600,2279621,2452677,249315.3,228393.3,185448.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2786407,2835426,2728488,372537.5,1418868,859519.6,2835518,2603808,2548892,216558.5,1020258,842055.1,1387880,1270246,1341759,1205282,1252809,209675.6,367511.9,596975.4,831734.2,1267449
Sulfadimethoxine,0.001,0.001,77620.96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137321.6,0.001
Sulfisomidine,353882.7,386601.7,0.001,0.001,0.001,237233.1,0.001,0.001,0.001,1388608,0.001,1147826,250791.9,0.001,0.001,123958.3,453090.6,166671,0.001,281614,0.001,107318.8,305315.4,304861.6,0.001,148688,0.001,752372.6,571288.2,688222.5,0.001,589490.9,0.001,193506,342179.7,590648.9,792809.3
Sulfolithocholic Acid,785059.5,688402.6,728481.3,83638.27,107800.5,127314.5,0.001,0.001,0.001,720085.4,720886.8,709539.6,0.001,104498.5,93305.27,814103.4,855620.4,738950.7,0.001,74630.55,0.001,713897.8,637231.6,684623.4,48317.64,0.001,89188.92,0.001,555388.5,582063.1,519226,553157.9,0.001,0.001,85863.57,229037.3,508614.7
Surfactin 1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,43167.07,34693.7,39113.23,42153.35,0.001,0.001,0.001,12333.38,52625.13
TFAEALR (Tryptic Peptide),160563.7,174293,168322.9,0.001,0.001,0.001,0.001,0.001,0.001,179841.2,188541.3,213505.3,0.001,0.001,0.001,194719.4,239068.3,169097.1,0.001,0.001,0.001,134936.5,154900.8,140357.5,0.001,0.001,0.001,0.001,64321.03,56637.16,44428.46,56739.76,0.001,0.001,0.001,14849.6,99936.55
TGQIK (Tryptic Peptide),2813071,2725778,2625072,1530942,1568868,1689964,0.001,0.001,0.001,2192455,2289781,2194444,774840.3,765396,679120.6,2163129,2285074,2328099,372394,870834.4,765771.1,3220330,2872282,2892218,2407024,1893288,1716488,0.001,2012471,2092467,2022997,2181237,192839.1,555205.8,975330.8,1373970,2077384
Theophylline,394349.1,365830,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,208336.2,197802.5,0.001,0.001,0.001,481341.1,445186.2,428021.7,0.001,0.001,0.001,327750.2,335878.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,223266.4,213070.4,0.001,0.001,0.001,0.001,208269.4
Thiamine,388995.3,0.001,0.001,0.001,0.001,298393.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,252166.9,0.001,0.001,0.001,0.001,41227.75,0.001,0.001,0.001,0.001,0.001,288246,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Thiamine Pyrophosphate,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38678.65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Thromboxane B2,1.86E+07,1.60E+07,1.85E+07,5529219,5676184,6536269,0.001,0.001,0.001,1.64E+07,1.69E+07,1.73E+07,3736278,3825836,2760901,1.87E+07,1.91E+07,1.69E+07,1771147,4973886,4454416,1.69E+07,1.58E+07,1.56E+07,4185946,6744746,6331467,0.001,1.29E+07,1.28E+07,1.20E+07,1.22E+07,706523.5,1579594,3498060,6779402,1.17E+07
Thromboxane B3,1707548,1410882,1688514,0.001,590962.1,0.001,0.001,0.001,0.001,1639198,1565199,1713145,401556.8,0.001,250247.5,1485461,1615090,1244088,0.001,282967.3,0.001,1592066,1423795,0.001,396678.5,589489.4,647044.3,0.001,1190794,1276173,974906.8,1266740,0.001,0.001,310904.6,614733.2,1037414
Thymidine,49697.47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,155043.5,0.001,70370.85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,40474.48
Thyrotropin Releasing Hormone,463092.5,0.001,394447.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,420891.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,448495.6,0.001,328330.3,0.001,0.001,0.001,0.001,388682,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Tiglyl Glycine,884470.7,788516,828088.1,286820.6,376453,394828.9,0.001,0.001,0.001,869470.4,829445.3,768034.5,281056.9,330153.4,293235.6,735629.6,842536.3,733008.7,133375.8,288228.7,280608,878710.6,800409.6,810202.9,276790.8,460586.8,375338.8,590261.7,646832.3,664788.2,710563.3,698536.9,0.001,158235.4,334421.6,515087.9,743336.9
TNGITPR (Tryptic Peptide),21691.51,40907.42,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25889.42,0.001,0.001,0.001,56753.85,24323.16,0.001,0.001,0.001,0.001,23665.54,34647.46,13573.98,0.001,0.001,0.001,0.001,0.001,4862.132,11776.32,0.001,0.001,0.001,0.001,0.001,0.001
trans-4-Hydroxy-L-proline,998753.6,1011041,1017701,0.001,111433.3,0.001,0.001,0.001,0.001,753600.9,727247.9,670347.6,0.001,0.001,0.001,1037739,1022755,1044624,0.001,0.001,116741.7,1011201,902834.1,808764,0.001,0.001,0.001,423465.8,477949.8,451163.2,500496,572340.2,0.001,0.001,0.001,0.001,516604.9
trans-Aconitic Acid,0.001,413954.5,359783.6,132967.4,0.001,0.001,0.001,0.001,0.001,0.001,362373.2,370497.4,0.001,0.001,0.001,337345.4,317156,312104.6,0.001,0.001,127884.6,412392.3,320026.2,0.001,0.001,0.001,0.001,0.001,285950.5,0.001,347298.5,0.001,0.001,0.001,100545.1,145479.7,0.001
Trifluoroacetic Acid,0.001,1662814,0.001,0.001,626830.3,0.001,0.001,0.001,0.001,0.001,0.001,1055968,0.001,0.001,0.001,2275847,0.001,0.001,0.001,723995.4,748208.5,1556991,1548478,1609185,0.001,789955.9,524648.4,1084268,1292406,1199603,0.001,1386310,0.001,0.001,0.001,738106.1,1164341
Trigonelline,1.44E+07,1.36E+07,1.41E+07,6360016,6585923,7096441,0.001,0.001,0.001,1.42E+07,1.43E+07,1.38E+07,5765890,5749167,5035558,1.39E+07,1.42E+07,1.33E+07,2738415,6383117,5453773,1.36E+07,1.29E+07,1.30E+07,5355859,7243840,7081328,1.09E+07,1.13E+07,1.15E+07,1.10E+07,1.13E+07,1834506,3414704,5699779,7796131,1.15E+07
Tris(2-carboxyethyl)phosphine Hydrochloride,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90670.38,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Tryptamine,0.001,0.001,12356.49,0.001,0.001,0.001,0.001,0.001,0.001,7152.283,0.001,0.001,0.001,0.001,0.001,0.001,6666.653,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
TVMIGGK (Tryptic Peptide),0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,797094.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Tyramine,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,106321.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Uracil,1459410,1242294,1499792,705183.1,810426.5,895392.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1010357,1181472,1065532,210400.4,455056.2,356074.7,919837.1,0.001,924427.6,1017905,1064467,900469.1,745712.5,695434.7,845538,792516.4,803271.3,0.001,0.001,523216.1,673741.9,952165.8
Uracil-5-carboxylate,150462,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98027.11,69688.42,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,178680.6,184534.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Ureidopropionate,479423.3,404087.5,499819.7,0.001,0.001,258964,0.001,0.001,0.001,446610.5,399225.6,431955.9,0.001,0.001,0.001,514109.3,589714.2,515495.4,0.001,246058.5,0.001,353108.3,313627.7,0.001,0.001,0.001,0.001,288138.3,345785.3,0.001,322752.7,339381.8,0.001,0.001,0.001,0.001,395675.8
Urocanate,0.001,0.001,0.001,667535.4,0.001,543639.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,351015.9,0.001,791815.1,0.001
VAAAFPGDVDR (Tryptic Peptide),0.001,37810,40527.89,0.001,0.001,0.001,0.001,0.001,0.001,50689.22,0.001,0.001,0.001,0.001,0.001,50324.12,0.001,0.001,0.001,0.001,0.001,42252.18,0.001,0.001,0.001,0.001,0.001,0.001,0.001,41539.87,31670.25,0.001,0.001,0.001,0.001,0.001,46732.18
Valinomycin,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1379736,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
